790568758087553024	claim_231	1
152618717	claim_396	1
152618717	claim_40278	1
912176449045581824	claim_8402	1
912176449045581824	claim_10229	1
912176449045581824	claim_7097	1
2965608929	claim_40	1
754901630101753856	claim_13245	1
754901630101753856	claim_286	1
937957052	claim_103	1
1184394697151668230	claim_339	1
1184394697151668230	claim_359	1
1184394697151668230	claim_383	1
822523278006718464	claim_23235	1
822523278006718464	claim_9198	1
822523278006718464	claim_374	1
822523278006718464	claim_23197	1
17574297	claim_50082	1
2615370416	claim_522	1
2615370416	claim_37475	1
2615370416	claim_37475	1
68923623	claim_233	1
1592101442	claim_12888	1
3845980394	claim_357	1
2944342592	claim_267	1
2538055734	claim_260	1
3797572341	claim_34	1
3389296557	claim_452	1
1094995810893336576	claim_289	1
3119740296	claim_48	1
1357839421	claim_124	1
1357839421	claim_13079	1
1357839421	claim_24093	1
2729306002	claim_1474	1
2729306002	claim_60	1
2729306002	claim_784	1
2729306002	claim_65	1
2729306002	1144231249738964993	1
257379117	claim_374	1
257379117	claim_398	1
257379117	claim_55525	1
257379117	claim_230	1
987620736293588993	claim_260	1
1050076962	claim_40	1
43263991	claim_328	1
43263991	claim_190	1
1168468291515375618	claim_530	1
363799536	claim_388	1
363799536	claim_26818	1
835065246	claim_262	1
703858599559213057	claim_4043	1
703858599559213057	claim_31593	1
703858599559213057	claim_232	1
3772475413	claim_34552	1
3772475413	claim_55882	1
3772475413	claim_40690	1
3772475413	claim_349	1
3772475413	1198116969947357184	1
881755984305180672	claim_322	1
881755984305180672	claim_387	1
881755984305180672	claim_41806	1
295988417	claim_406	1
295988417	claim_201	1
295988417	claim_191	1
295988417	claim_49382	1
321067957	claim_7	1
882215484497768448	claim_7956	1
1276387452291350528	claim_359	1
903597685134958593	claim_260	1
1053547035004207104	claim_333	1
1039629968	claim_1	1
55109714	claim_374	1
2467058466	claim_80	1
2467058466	claim_938	1
2931999886	claim_1076	1
1004526559510876162	claim_21104	1
1004526559510876162	claim_3	1
226109322	claim_40	1
270934075	claim_400	1
1195373062012702723	claim_223	1
3106202269	claim_21621	1
2955781978	claim_514	1
795446189902745601	claim_24093	1
795446189902745601	claim_201	1
2457262292	claim_458	1
2457262292	claim_429	1
301533507	claim_36	1
301533507	claim_181	1
947108766167601154	claim_530	1
1151517187443699712	claim_201	1
51077460	claim_1	1
51077460	claim_230	1
102962549	claim_554	1
274794216	claim_167	1
187721335	claim_339	1
385598874	claim_427	1
2991818256	claim_51	1
2991818256	claim_554	1
797956374	claim_317	1
959627481362833409	claim_11281	1
959627481362833409	claim_487	1
959627481362833409	claim_52686	1
959627481362833409	claim_5473	1
959627481362833409	1154120383311884288	1
1103237332977639425	claim_523	1
1256119856891482117	claim_230	1
221624413	claim_359	1
289802292	claim_421	1
289802292	claim_55525	1
289802292	claim_20950	1
20446102	claim_167	1
92773212	claim_294	1
473030603	claim_51537	1
