eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.01_1.0_20	misgini@5	0.32463060140056543
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.01_1.0_20	misgini@10	0.3622990982670823
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.01_1.0_20	misgini@20	0.38432016278044556
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.01_1.0_20	misratiodiff@10	0.02551160751227189
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.01_1.0_20	misratiodiff@20	0.062430066741886024
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.01_1.0_20	miscount@20	0.9223611805903036
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.01_1.0_20	miscount@10	0.9592796398199175
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.01_1.0_20	miscount@5	0.9911955977988982
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.01_1.0_20	misratiodiff@5	-0.0064043504667177795
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_100	misgini@5	0.3268916509536819
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_100	misgini@10	0.3711729008903911
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_100	misgini@20	0.3972029874586417
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_100	misratiodiff@10	0.027662683050040826
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_100	misratiodiff@20	0.06790780561132104
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_100	miscount@20	0.9168834417208687
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_100	miscount@10	0.9571285642821481
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_100	miscount@5	0.9935967983991986
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_100	misratiodiff@5	-0.008805551067017926
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_20	misgini@5	0.32671288410737087
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_20	misgini@10	0.36504919126229796
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_20	misgini@20	0.3867892110697726
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_20	misratiodiff@10	0.026111907662346973
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_20	misratiodiff@20	0.06055412877290149
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_20	miscount@20	0.9242371185592887
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_20	miscount@10	0.958679339669842
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_20	miscount@5	0.9930965482741361
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_100_0.1_1.0_20	misratiodiff@5	-0.008305300941955392
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_20_0.01_1.0_20	misgini@5	0.09877408339797444
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_20_0.01_1.0_20	misgini@10	0.13567080436304502
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_20_0.01_1.0_20	misgini@20	0.18802970986167855
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_20_0.01_1.0_20	misratiodiff@10	-0.015208752667818317
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_20_0.01_1.0_20	misratiodiff@20	-0.011006651617293053
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_20_0.01_1.0_20	miscount@20	0.9957978989494753
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_20_0.01_1.0_20	miscount@10	1.0
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_20_0.01_1.0_20	miscount@5	1.0
eval__userswith__rec__merged__user_item__0.8m.dat__hkv_20_0.01_1.0_20	misratiodiff@5	-0.015208752667818317
