89105565,3,0
89300184,249,2
89505391,354,0
89755006,37,0
89988636,495,1
90648458,222,1
90781670,15,0
91112346,3,1
91284053,55,1
91316071,2844,1
91355149,94,1
91504554,9,1
91505610,12,0
91535331,427,2
92298788,2,0
92397793,1574,1
92576441,74,0
92773212,1270,1
92793484,2,0
92865741,204,2
92945903,19,0
93047268,195,2
93075504,3,0
93308808,731,1
93337925,481,1
93681926,4,0
93910574,3,0
94538538,24,0
94890592,846,1
95005392,7,0
95254521,476,1
95310285,1322,10
95647380,4,0
95695959,72,0
95704598,308,2
95926028,18,1
95972481,25,1
95973569,11,0
96124863,111,2
96304148,62,0
96384394,1,0
96686140,330,2
96888630,1,1
96932042,5,1
97087652,17,0
97129809,267,1
97166813,16,1
97622129,848,2
97846449,778,0
98190473,4,0
98437673,780,2
98542436,466,1
99359419,11,0
99511612,6,0
99517884,109,1
99664022,132,1
99879128,124,1
100074686,163,1
100470407,155,0
100497525,352,3
100639739,1,0
100717199,395,0
101087883,4,0
101377116,6,0
101431978,840,3
101762580,42,1
101764568,523,2
101770862,10,0
101776593,20,0
101846180,1348,1
101861599,2,0
102113781,148,2
102450448,326,2
102613113,84,1
102829437,112,1
102962549,276,2
103016355,673,1
103318541,2,0
103532314,252,1
103597676,281,1
103643991,117,2
103750551,237,1
103805033,110,0
103953047,1174,0
103967979,155,0
104150976,176,2
104409618,44,0
104520601,150,1
104683114,6,0
105029845,712,4
105058941,11,0
105109659,820,3
105193664,1,0
105396235,55,1
105491604,117,2
106080072,2,0
106687627,38,1
106868465,8,1
107361115,17,0
107511319,52,0
108078411,4,0
108439348,88,1
108450607,383,2
108468645,2,0
108535168,154,3
108577950,1423,3
109375465,1,0
109458204,53,0
109569704,665,6
109785233,676,1
110266283,72,1
110607823,10,1
110733461,6,0
111352166,677,1
111470310,4,0
111652972,1,0
111757159,2,0
112063876,5,0
112134883,755,1
112331469,13,0
112341715,594,1
112402927,8,0
112457119,335,0
112460760,85,1
113514155,512,4
113750922,913,1
114352377,3,0
114652774,8,0
114695126,445,5
114814230,19,0
114903608,4,1
115023207,9,1
115076651,7,0
115269487,3,0
115605557,410,4
115659324,6,0
115669903,589,1
115846927,382,3
116111280,205,1
116289807,1485,17
116872363,9,1
116914166,511,3
117020248,8,0
117049452,74,1
117078474,7,0
117184679,416,0
117347410,3,0
117604218,2,0
117621661,4,0
118409896,1181,2
118545520,8,1
118611581,194,0
118673404,39,0
118845216,2330,1
119415596,3,0
119441567,4,0
121347305,30,1
121403685,92,0
121487043,7,0
121889358,1,0
122426961,160,3
122516385,102,0
122872180,127,2
123001947,3,0
123723216,9,0
123851794,14,0
123866686,13,0
124026139,13,0
124912062,2,0
125441685,8,0
125704353,125,0
125733347,5,0
126313372,2158,1
126317035,3,0
126347692,3,0
126408151,3,0
126484128,144,1
126566483,34,1
126643701,17,0
126652520,2,0
126675718,13,1
127146354,89,1
127361519,7,1
127461169,408,1
127763500,4,0
127928852,1,0
128012062,1,0
128298528,11,0
128311146,19,0
128372221,12,0
128414324,2,1
128679822,5,0
128793554,2,0
128919846,1,0
128934857,129,0
129049649,960,2
129067200,1205,4
129154912,7,1
129257855,7,0
129332385,42,1
129793090,1,0
130060730,268,1
130291650,5,0
130537001,7,0
131502557,9,0
131519051,1,0
131569007,29,1
131581117,29,0
132064790,1,0
132210378,157,2
132299747,9,0
132387351,1,0
132481122,65,2
132767673,68,1
132830950,5,0
133121897,1,0
133329755,2,0
133460400,34,0
133467235,18,0
133663801,5,0
134386884,15,1
134412735,157,2
134681100,6,0
134967994,6,0
135093452,46,1
135201768,1249,1
135361808,502,1
135684192,951,2
135793994,2007,2
135948648,9,0
136295879,1,0
136381184,209,0
136802910,26,0
136903207,1,0
137292191,12,0
137319673,66,1
137397373,427,1
137434046,56,1
137596475,974,3
137785448,384,1
138050718,53,0
138092974,9,0
138543906,20,0
139121148,6,0
139231967,1,0
139401221,2,0
139461763,6,0
139549852,59,0
139568983,15,0
140323380,120,1
140338333,90,1
140357137,271,1
140387550,111,2
140697540,187,2
140808543,54,0
141020968,17,0
141034747,6,0
141254072,263,1
141625792,702,5
141627220,428,3
141713924,139,1
141736453,3,0
141762532,1,0
141786827,15,0
141804696,1,0
141883543,104,0
141974732,35,0
142140959,8,1
142203741,8,0
142498934,10,0
142658048,368,2
142707685,436,1
142807667,1,0
142845123,21,0
143101989,156,1
143273600,2,0
143580855,16,0
144016718,10,0
144345336,174,0
144549443,73,0
144632638,4,0
144644142,138,1
144644642,2,0
145059028,3,0
145110008,1,0
145523258,32,1
145583236,96,1
146475726,3,0
146477911,34,2
146633238,21,1
146809307,169,1
147001438,29,0
148053006,60,1
148524409,135,1
148600294,2,0
148949257,1,0
149035398,189,1
150128811,1,0
150141692,25,1
150525679,20,0
150748623,9,0
150758103,11,0
150940829,293,4
151098389,2047,2
151145107,92,3
151210274,628,1
151393412,65,1
151419852,29,0
151818456,656,4
151823219,7,0
151889955,491,1
151909069,3,0
152088270,133,0
152546358,16,0
152550466,335,2
152618717,1341,2
152659011,1823,1
152752538,6,0
152985983,35,0
153122109,254,1
153132108,65,0
153615275,223,0
153752484,54,1
154120442,150,0
154954737,369,0
155018407,5,0
155632631,93,0
155659213,1114,2
155980357,1,0
155985187,32,0
156521287,12,0
156551827,745,2
156666863,2095,1
156668443,8,0
156730036,22,0
157195873,9,0
157226229,5,0
157605011,100,1
157875833,2,0
159083383,48,0
159089581,39,1
159270963,1,0
159430790,3,0
160041993,5,0
160926944,2102,3
161359752,383,2
161836947,19,0
161931944,18,0
162095263,11,0
162138329,63,1
162644286,245,1
162989865,328,2
163177878,102,1
163355857,29,0
163361969,20,0
164548743,6,0
164679813,1848,3
164764492,17,0
165093349,1,0
165295262,36,2
165391492,6,0
165585259,590,1
165763746,583,4
165842687,49,0
166103943,155,0
166188530,4,0
166414710,24,1
167265691,4,1
167733437,2,0
168371132,13,0
168392491,1782,1
168521753,19,0
169055522,6,0
169635241,352,2
169743970,1,0
170115136,11,0
170830619,27,1
171184493,872,3
171788154,5,0
171862820,2,1
172004076,292,1
172288932,9,0
172441604,11,0
172461349,34,0
172550656,1,0
172743165,1,0
173099547,13,0
173201812,1,0
173382011,141,0
173675200,504,0
173706284,18,0
173728628,67,1
173955440,18,0
174313221,35,1
175105314,270,0
175235937,2157,2
175612701,603,1
175755067,19,0
175861919,1,0
175932735,3,0
176176031,287,1
176315005,3,0
176814860,249,2
176860266,1,0
177072390,1,0
177197369,1,0
177363259,1,0
177691872,68,0
177699764,12,0
177921543,48,1
178494158,3,0
178562328,1,0
178651457,1,0
179481483,1,0
179759562,87,0
180387802,11,0
180541465,698,1
180917149,16,1
181248253,15,0
181321342,15,0
182475078,5,0
182648468,7,0
182687555,9,0
182799475,336,8
182846058,20,0
183441584,3,0
183950835,8,0
184101535,2213,2
184649101,4,0
184661721,205,0
185132379,867,1
185567498,226,0
185677731,267,1
185977718,198,1
186472020,1,0
187109568,238,1
187263566,33,0
187571209,625,1
187721335,1202,1
187883232,18,0
187888280,1,1
187990379,1,0
188300367,143,0
188440559,2,0
188448238,286,0
188460182,169,1
189392462,2,1
189551962,8,0
189553783,13,0
189698177,3,0
189875957,31,1
190109418,182,0
190312206,36,0
190350692,45,0
190920291,11,0
191457843,16,0
191606680,11,0
191705952,5,0
192000291,1756,1
192517532,768,4
193039220,9,0
194060181,381,1
194485976,55,1
195044209,745,1
196131220,7,0
197528206,88,1
198453719,1,0
198552062,370,1
198835071,12,0
198943382,11,0
199011602,7,1
200068601,145,1
200419935,378,2
200776310,303,1
201460511,28,0
201497372,1,0
202102772,84,1
202502944,30,0
204303475,16,1
204377806,1579,1
204899449,33,0
204948562,22,0
205115319,416,1
205226074,144,1
205228334,58,1
205558567,9,0
205685383,1,0
206128479,2,1
206640584,88,1
206812320,3,0
206906265,78,0
207489722,279,5
207767759,18,0
208211110,162,1
208316644,11,1
208638568,1,0
210194817,37,0
210202000,5,0
210320595,6,0
210663806,4,0
210907180,11,0
210965969,3,0
211055469,30,1
211204334,5,1
211354957,148,1
212350608,596,2
212643955,530,3
212680424,5,0
212744010,14,0
213329227,48,0
213379570,77,1
214519898,8,0
214682253,65,0
215700444,1311,1
215776812,887,6
216363164,42,1
216793605,765,1
217213251,782,1
217530142,788,1
217749896,1,0
218320636,3,0
218660402,1087,1
219346172,18,1
219643530,294,0
219664805,19,0
219784110,27,0
220308765,8,0
221384338,1,0
221393468,1,0
221624413,202,1
221683249,131,1
222175605,6,0
222947485,911,2
223251723,3,0
223326376,5,1
223426123,2,0
223869325,1,0
224231631,1366,2
224424059,336,1
224636283,14,0
224918902,95,1
225595376,228,3
225898381,920,1
226109322,270,1
226145465,159,1
226224091,751,4
226756860,3,0
227237296,576,1
227443307,6,1
227479802,100,0
227822647,50,0
227898986,37,1
228170477,22,0
229432567,48,1
229490810,31,0
229560980,50,0
229761385,11,0
229951785,2,0
229954866,7,0
230274374,771,1
231033118,1986,1
231138373,4,0
231441013,2,0
231671333,1,0
231968277,100,0
232033444,90,0
232224783,92,0
232311159,414,1
232447571,4,1
233024109,77,1
233578929,8,0
233787018,1,0
233822295,4,0
233952153,416,3
233981816,6,0
234624523,21,1
235117110,227,3
235154654,8,0
235350895,20,0
235370170,12,0
235924147,1,0
235969804,1,1
236084434,19,1
236131165,1,0
236201496,29,0
236252210,82,0
236389528,644,4
236529347,12,0
237354522,400,1
237424790,19,0
237687770,1,0
238147557,436,1
238531795,20,0
238655710,485,1
239269162,592,3
239521239,645,1
240038070,1633,1
240316063,765,7
240403394,687,1
240649814,2675,2
240757505,1,0
240814961,890,2
241512114,2,1
241517931,4,1
241649729,7,0
241656524,46,0
242262705,24,0
243667648,715,0
243825279,38,0
244477419,80,1
244607376,32,0
245095425,63,1
245187913,340,4
245750555,816,1
246099291,2,0
246516282,7,0
246993396,573,1
247176719,151,0
248356505,12,0
248513052,6,0
248751630,614,2
248936209,633,5
249557261,227,3
249608296,8,0
249859135,10,0
250040975,9,0
250738602,11,0
250784913,1143,1
250839545,495,4
251062084,935,1
251988594,42,1
252106072,1003,0
252600868,363,0
252751061,2674,1
252763413,1,0
252763872,2,0
252798156,12,0
253343991,1250,1
253961698,5,0
254150566,24,0
254230849,17,0
254969537,80,1
255555303,2,0
255935731,201,1
255940354,298,2
256012485,198,2
256893613,2,0
257077392,9,0
257085233,23,0
257272550,4,0
257379117,143,4
257463110,50,1
257855427,76,0
258255232,216,1
258283931,2146,7
258704828,2,0
259162548,346,0
259191670,2161,3
259444543,279,2
259504877,1,0
259795925,2,0
259797890,17,0
259902698,8,0
260424694,169,2
260752406,75,0
261253187,15,0
261260816,603,1
261379289,105,1
261751772,710,1
262331663,639,0
262342459,48,1
262998362,2351,1
263647239,5,0
263663895,3,0
263786081,1075,2
263858562,345,1
264137458,616,1
264269202,3,0
264361128,1437,5
264437076,1,0
264930170,2,1
266281803,876,1
266399997,176,1
266723518,44,0
266750343,3,0
267381285,7,0
267695291,460,1
268008922,5,0
268384760,4,0
268550808,1,0
268837997,314,4
269314181,22,0
269809161,26,0
269892383,1,0
269994239,3,0
270155721,97,1
270186057,12,1
270364206,133,1
270447843,43,0
270530719,155,1
270664041,495,1
270930958,4,0
270934075,700,1
271197394,339,3
271407821,1182,0
271668000,1,0
271871753,823,1
272323143,382,2
272568981,6,0
273008092,5,0
273051651,3,0
273673564,1,0
274001768,12,0
274260142,207,1
274289484,45,1
274794216,70,1
276148065,113,1
276181250,3,0
276304426,741,3
276631988,4,0
276799677,15,0
277058163,9,2
277206820,5,0
277731793,36,0
278065291,143,0
278163796,393,3
278187929,7,0
278338119,6,0
278642784,2,0
278720599,17,0
278983574,20,1
280156839,21,0
280452543,471,1
280641531,19,0
280981318,2,0
281211462,23,0
281785524,689,1
281818022,625,1
282219422,2193,2
282551172,281,1
283481982,201,2
284533295,3,0
284900629,9,0
284996322,6,0
285511942,4,0
285590908,19,0
287185826,468,1
287288403,1,0
287445134,105,0
287516866,336,1
287593290,275,1
287608771,12,0
288277167,1437,5
288388335,769,0
288803610,1,0
289413225,5,0
289802292,414,3
290948075,600,1
290971726,503,0
291274191,24,0
291356981,25,0
291543160,13,0
292155551,9,0
292256880,55,0
292423425,1,0
292929271,2541,2
294133629,531,1
294320237,311,2
294454391,2,0
294590050,1,0
295114449,5,1
295361239,137,0
295439112,496,1
295988417,949,4
296057072,5,0
296474876,67,0
296552172,5,0
297055339,1,0
297406921,296,1
297460061,5,0
298225776,1990,2
298541480,2,0
298884082,317,1
299769897,2,0
299865496,18,0
299904574,215,1
300667433,2,0
301103534,8,0
301228659,25,0
301398211,242,0
301533507,983,2
301579240,620,1
301601250,18,0
301663669,23,0
302549068,3,0
302549743,7,0
303161848,7,0
303676233,1,0
303782698,19,0
303862998,2784,1
303976753,37,1
304545026,1,0
304881935,4,0
305738804,731,1
306344380,1,1
306369261,2,0
307183999,311,0
307316433,16,1
307326120,37,0
307457020,2,0
307515368,1,0
307803155,6,0
308254582,147,0
308295040,17,0
308759763,2,0
308767225,424,5
309157437,5,0
309587087,6,0
310454314,15,0
310569930,42,1
310739417,4,0
310743588,123,2
311265104,775,1
312033174,2,0
312334727,5,0
312435996,164,1
312963709,21,0
313741504,303,1
313746674,24,0
313860496,4,0
313946788,344,1
313988914,5,0
314019759,871,3
314219217,2,0
314423545,1,0
315176904,37,0
316234351,15,0
317553574,23,0
317583787,28,0
317722030,15,1
317850843,162,1
318057590,874,1
318431073,797,1
318860901,434,2
319455549,45,0
319603424,132,0
320042417,353,4
320142592,98,1
320246581,70,1
321067957,460,2
321268205,35,0
321954654,714,2
322048873,63,1
322301651,859,2
322347030,2,0
322535249,41,0
323213258,4,0
323530807,7,0
324088408,3,0
324437383,9,0
324932405,14,0
325669397,252,1
326082957,347,1
326288537,227,4
326295516,2,0
326419532,13,0
326466839,420,1
327381401,69,1
328293658,319,2
328885060,574,1
329801663,14,0
329879609,292,2
330107647,55,1
330271498,186,1
330420383,563,3
330479820,32,1
330788869,17,0
331695429,4,1
331851956,1,0
331911819,1,0
332042664,61,0
332714347,51,1
332852165,247,1
332907128,153,0
333403196,234,2
334016612,206,1
335543179,8,1
335722532,200,1
335823625,5,1
335918371,943,1
336802761,14,0
337005148,20,0
337306765,5,0
338257328,250,1
338294705,181,1
338523684,312,1
339037948,1965,1
339070702,4,0
339169225,16,1
339350064,10,0
339573176,234,0
339708265,10,0
339917863,70,1
339932639,13,0
340064107,1023,2
340436713,2,0
340629416,33,1
340955371,136,0
340974156,322,0
341148492,99,2
341201117,10,0
342034927,2143,1
342068076,253,1
342792714,802,2
342896305,5,0
343914234,186,1
344546781,51,0
344664815,126,1
344718893,2106,1
346189719,144,7
346320047,18,0
346455610,2,0
346519723,12,0
347038603,66,1
347166223,7,0
347176912,27,0
347935774,121,1
348265035,3,1
348579177,138,1
348724924,195,1
348867167,2,0
349249867,6,0
349445673,224,4
349953683,3,0
350355017,290,2
350502624,140,1
351477469,1,0
351500384,3,0
352618028,6,0
353341008,645,4
353648794,2,0
354143467,16,0
355989081,2775,3
356037653,162,2
356528936,16,0
356829443,663,4
357464750,599,3
357550572,10,0
357558198,204,2
358287982,300,1
358642184,1,0
359136927,165,0
359940720,269,2
360080849,13,0
360273760,19,0
360443047,486,1
360954083,2,0
361142331,33,1
361244286,38,0
361947347,7,0
362518259,4,0
362676708,112,4
362943186,13,1
363039784,44,0
363289566,9,0
363437772,3,0
363585946,107,0
363653886,340,2
363799536,165,2
363894603,10,0
364373899,867,3
364479247,2,0
364832814,2,0
364879299,212,1
364892937,891,1
365016819,174,2
365042509,485,1
365551675,100,0
366742633,2,0
366813197,60,0
366871544,1,0
367177104,6,0
367644589,69,1
367787616,7,0
368440374,28,0
368473443,2,0
368765320,115,4
369451024,28,0
369512450,263,2
369948792,5,0
370304455,127,1
370601551,263,1
370871099,9,0
371355422,603,1
371387658,3,0
371627586,720,1
371863762,5,0
371992480,12,0
372133257,53,1
372572992,2059,7
372628158,290,1
373061614,26,0
373170962,152,2
374256165,412,1
374395718,1191,1
374971785,8,0
375054173,9,0
375186796,5,1
375379004,15,0
375536248,14,1
375998530,362,2
376990638,32,1
377656272,18,0
377972974,942,1
378577021,273,2
378805662,11,0
378937347,93,0
379279897,303,2
379709983,19,0
380907132,5,0
381119800,28,1
381476477,8,0
381618783,20,0
381887709,9,0
381965598,56,0
382009516,628,1
383375190,165,1
383848721,151,2
384497149,4,0
384548373,30,0
384666229,2,0
384750384,138,3
384904139,22,0
385299925,890,1
385434112,2,0
385564202,1,0
385566520,163,1
385590837,49,0
385598874,258,1
385869391,14,0
387060787,9,1
387940118,4,1
388899094,233,1
389058898,1,0
390295803,3,0
390630937,573,1
391298543,469,2
391611529,17,0
391612936,519,7
391755588,3,0
391949073,496,1
393226896,1,0
393857481,8,0
394479092,1557,2
394629104,17,0
395837841,5,0
395978988,116,0
396318822,585,1
396630209,417,1
396706681,130,1
397641098,209,1
397976714,2,0
398656009,154,1
398985246,530,6
399077948,129,1
399822587,795,0
400147211,8,0
400353809,355,2
400398909,1,0
400709278,16,1
401262091,31,0
402007279,186,0
402012235,51,0
403010488,1,0
403051181,4,0
403637213,724,3
404935528,30,1
406178342,75,0
406606712,1,0
407179803,1012,1
407662812,1,0
407956728,3,0
408446905,1,0
409255813,19,0
409451722,1253,4
409499330,790,2
409552661,139,1
410163445,2,0
410793457,103,0
410999058,340,1
412408204,3,0
412615699,1043,0
413200844,1,0
413254384,3,0
414019756,768,4
414284277,642,2
414597571,6,0
414676277,3,0
414762592,1694,2
417088773,90,1
417128541,39,1
417284303,1,0
417653180,1,0
417962415,184,3
418910116,6,1
419117630,139,0
419666375,48,0
419713659,13,0
420311611,24,0
420447674,5,0
421194109,44,2
421556940,379,2
422066729,145,2
422091115,15,0
423180106,11,0
423369901,2,0
423719232,9,0
424358515,13,1
424598184,5,0
424708414,7,0
425004350,8,0
425750999,42,2
426021846,107,0
426800151,2,0
427366097,1,0
427413160,13,0
428309154,2030,1
429499907,1,0
429601885,267,1
430477432,82,0
430491592,59,1
430907349,4,0
431184851,35,1
431432746,237,1
431884943,12,0
431990884,13,0
433580758,3,1
433736532,1,0
433765514,5,0
434064346,6,1
434285213,293,1
434482434,67,0
435843998,246,4
435878871,1,0
436344781,548,1
436499566,1,0
436833782,5,0
436996710,18,0
438132557,55,0
438171426,324,1
438722206,1,0
439036972,4,0
439212235,90,2
439256826,18,0
439284680,104,0
441252639,51,0
441565293,278,1
442067316,601,1
442193835,3,0
442517408,10,1
442697815,14,0
442708855,573,2
442728468,12,0
443050937,226,1
443165298,5,0
443377681,6,0
444941032,17,1
445956516,76,1
446185660,222,1
446658048,33,2
447042651,13,0
449381896,4,0
449881910,2,0
451046156,2,0
451482703,3,0
453326323,6,0
453413174,1,0
453580341,32,1
453821988,22,0
455076651,112,1
455595654,1,0
455860466,74,1
455896729,331,2
457154886,39,0
457492495,100,0
457729795,15,1
458107331,1,1
459555074,56,1
460029934,8,0
460574515,161,6
460625160,63,0
461228395,2,0
461345380,1,0
461594976,167,0
461668112,442,1
461926193,1,0
462145090,7,0
462354106,183,1
463457343,2,0
463567547,3,0
464834664,29,0
464857025,83,0
465175254,109,2
465973745,5,0
466159804,581,2
466347766,1047,9
466724521,1,0
467212882,3,0
467516362,1967,1
467532367,465,1
469268879,51,2
469377652,34,0
469402964,61,0
469822357,472,2
470286888,5,0
470311095,189,3
471161584,4,0
471712041,1,0
472061347,29,2
473030603,119,2
474775398,11,0
475503751,2,0
475585621,47,0
475946353,67,1
476021565,4,0
476216415,1,1
476250086,1,0
476302774,1,0
476811284,405,3
476897874,261,1
476911745,511,2
477154750,2,0
477261864,513,1
477635140,34,0
478423084,23,0
478816734,23,0
478831382,20,0
479057869,9,0
479138494,16,0
479822198,177,1
481517937,29,0
482384872,31,0
483094429,8,0
483129384,11,0
484111350,874,1
484339585,373,2
484368960,18,0
484557109,46,0
485067676,1,0
485265056,227,3
486060634,3,0
486702525,62,0
486958895,15,0
487529153,483,1
487745074,32,1
489489783,47,0
490814269,15,0
491134110,4,0
491217409,1,0
491888550,209,0
492598968,1,0
492816858,10,0
492833134,236,4
492947163,1,0
493107049,22,0
493212231,9,0
493393733,6,0
493432239,28,0
493832918,10,0
494503680,452,0
494718423,101,1
496105404,108,2
496106449,3,0
496493810,6,0
497441879,2,0
498786126,83,0
498828876,357,1
499320248,434,3
499957923,218,2
500853371,21,0
502118550,1,0
502143179,40,0
503239202,6,0
504726369,385,1
506313998,173,0
506939645,99,0
507217946,1,0
507267123,14,0
508859323,42,0
511077550,391,1
512152976,4,0
512700138,992,1
513452562,72,0
515895976,18,2
516874457,6,0
516874959,81,1
517273711,10,0
517648233,14,0
518779774,20,0
519319175,6,1
519899474,469,2
519991758,820,3
